1816.5,1364.2391
1817.5,1364.1935
1818.5,1364.1351
1819.5,1364.1268
1820.5,1364.0815
1821.5,1364.1232
1822.5,1364.2358
1823.5,1364.2893
1824.5,1364.3669
1825.5,1364.462
1826.5,1364.5746
1827.5,1364.6865
1828.5,1364.7704
1829.5,1364.7952
1830.5,1364.8501
1831.5,1364.7161
1832.5,1364.6519
1833.5,1364.6066
1834.5,1364.675
1835.5,1364.9484
1836.5,1365.3376
1837.5,1365.4343
1838.5,1365.2535
1839.5,1365.1826
1840.5,1365.0696
1841.5,1364.92
1842.5,1364.8647
1843.5,1364.806
1844.5,1364.8508
1845.5,1364.9818
1846.5,1365.0797
1847.5,1365.1847
1848.5,1365.3846
1849.5,1365.391
1850.5,1365.1982
1851.5,1365.1567
1852.5,1365.0192
1853.5,1364.882
1854.5,1364.7728
1855.5,1364.7249
1856.5,1364.7605
1857.5,1364.8938
1858.5,1365.0951
1859.5,1365.3092
1860.5,1365.3649
1861.5,1365.2426
1862.5,1365.0697
1863.5,1364.9423
1864.5,1364.8333
1865.5,1364.7239
1866.5,1364.6573
1867.5,1364.6069
1868.5,1364.7668
1869.5,1365.0073
1870.5,1365.2471
1871.5,1365.2012
1872.5,1365.1577
1873.5,1364.9529
1874.5,1364.7947
1875.5,1364.6147
1876.5,1364.5499
1877.5,1364.563
1878.5,1364.5669
1879.5,1364.6174
1880.5,1364.7728
1881.5,1364.9196
1882.5,1364.9546
1883.5,1364.9996
1884.5,1364.901
1885.5,1364.7394
1886.5,1364.5116
1887.5,1364.4189
1888.5,1364.3615
1889.5,1364.3398
1890.5,1364.3982
1891.5,1364.6823
1892.5,1364.8152
1893.5,1364.9875
1894.5,1365.1044
1895.5,1364.9883
1896.5,1364.787
1897.5,1364.6105
1898.5,1364.5564
1899.5,1364.4856
1900.5,1364.4579
1901.5,1364.4176
1902.5,1364.4843
1903.5,1364.744
1904.5,1365.0502
1905.5,1364.882
1906.5,1365.0778
1907.5,1364.932
1908.5,1364.9508
1909.5,1364.8024
1910.5,1364.6566
1911.5,1364.587
1912.5,1364.5724
1913.5,1364.6243
1914.5,1364.7195
1915.5,1365.0414
1916.5,1365.2614
1917.5,1365.4149
1918.5,1365.3726
1919.5,1365.1373
1920.5,1364.984
1921.5,1364.9114
1922.5,1364.8347
1923.5,1364.9006
1924.5,1364.9569
1925.5,1365.1799
1926.5,1365.2997
1927.5,1365.4958
1928.5,1365.3811
1929.5,1365.3519
1930.5,1365.3588
1931.5,1365.28
1932.5,1365.2067
1933.5,1365.1062
1934.5,1365.2339
1935.5,1365.4572
1936.5,1365.8521
1937.5,1365.7859
1938.5,1365.7197
1939.5,1365.7096
1940.5,1365.6804
1941.5,1365.6616
1942.5,1365.6266
1943.5,1365.527
1944.5,1365.5911
1945.5,1365.8702
1946.5,1365.972
1947.5,1366.2172
1948.5,1366.3531
1949.5,1366.2626
1950.5,1366.022
1951.5,1365.7882
1952.5,1365.7739
1953.5,1365.6204
1954.5,1365.6467
1955.5,1365.7719
1956.5,1366.3141
1957.5,1366.6812
1958.5,1366.6552
1959.5,1366.413
1960.5,1366.2997
1961.5,1365.9115
1962.5,1365.702
1963.5,1365.6451
1964.5,1365.6605
1965.5,1365.7242
1966.5,1365.9506
1967.5,1366.1831
1968.5,1366.259
1969.5,1366.3573
1970.5,1366.348
1971.5,1366.0192
1972.5,1366.0541
1973.5,1365.7612
1974.5,1365.6792
1975.5,1365.502
1976.5,1365.6442
1977.5,1365.8557
1978.5,1366.3101
1979.5,1366.6769
1980.5,1366.6913
1981.5,1366.728
1982.5,1366.2999
1983.5,1366.2001
1984.5,1365.8145
1985.5,1365.6506
1986.5,1365.647
1987.5,1365.799
1988.5,1366.0918
1989.5,1366.657
1990.5,1366.5624
1991.5,1366.4547
1992.5,1366.3112
1993.5,1366.0377
1994.5,1365.8063
1995.5,1365.7087
1996.5,1365.6211
1997.5,1365.7489
1998.5,1366.1111
1999.5,1366.3942
2000.5,1366.6744
