1610.5,1364.7338
1611.5,1364.7075
1612.5,1365.0675
1613.5,1365.1611
1614.5,1365.2197
1615.5,1364.9456
1616.5,1364.5469
1617.5,1364.4189
1618.5,1364.3983
1619.5,1364.4717
1620.5,1364.4574
1621.5,1364.4431
1622.5,1364.429
1623.5,1364.4147
1624.5,1364.366
1625.5,1364.5509
1626.5,1364.439
1627.5,1364.3447
1628.5,1364.2544
1629.5,1364.1193
1630.5,1363.9214
1631.5,1363.8699
1632.5,1363.8304
1633.5,1363.92
1634.5,1363.8397
1635.5,1363.833
1636.5,1363.7925
1637.5,1363.7799
1638.5,1364.2039
1639.5,1364.2444
1640.5,1363.8243
1641.5,1363.6943
1642.5,1363.9756
1643.5,1363.7336
1644.5,1363.6429
1645.5,1363.5607
1646.5,1363.5587
1647.5,1363.5565
1648.5,1363.5491
1649.5,1363.5402
1650.5,1363.5364
1651.5,1363.5342
1652.5,1363.5597
1653.5,1363.5381
1654.5,1363.5115
1655.5,1363.4792
1656.5,1363.473
1657.5,1363.4619
1658.5,1363.446
1659.5,1363.4384
1660.5,1363.4501
1661.5,1363.4434
1662.5,1363.4386
1663.5,1363.4386
1664.5,1363.4391
1665.5,1363.4395
1666.5,1363.4395
1667.5,1363.4385
1668.5,1363.4377
1669.5,1363.4376
1670.5,1363.4374
1671.5,1363.4429
1672.5,1363.4396
1673.5,1363.4374
1674.5,1363.4387
1675.5,1363.4365
1676.5,1363.4467
1677.5,1363.4366
1678.5,1363.436
1679.5,1363.4348
1680.5,1363.4401
1681.5,1363.4349
1682.5,1363.4349
1683.5,1363.4349
1684.5,1363.444
1685.5,1363.4355
1686.5,1363.4395
1687.5,1363.4368
1688.5,1363.4414
1689.5,1363.4427
1690.5,1363.4451
1691.5,1363.4508
1692.5,1363.4561
1693.5,1363.458
1694.5,1363.4589
1695.5,1363.4592
1696.5,1363.4583
1697.5,1363.4584
1698.5,1363.459
1699.5,1363.4604
1700.5,1363.4646
1701.5,1363.4701
1702.5,1363.4794
1703.5,1363.5057
1704.5,1363.5348
1705.5,1363.5662
1706.5,1363.5676
1707.5,1363.5887
1708.5,1363.5829
1709.5,1363.5895
1710.5,1363.6195
1711.5,1363.666
1712.5,1363.688
1713.5,1363.7062
1714.5,1363.7542
1715.5,1363.8035
1716.5,1363.847
1717.5,1363.9092
1718.5,1363.8533
1719.5,1364.0181
1720.5,1364.0065
1721.5,1364.0525
1722.5,1364.0018
1723.5,1363.9894
1724.5,1364.0889
1725.5,1364.1024
1726.5,1364.2875
1727.5,1364.3013
1728.5,1364.4821
1729.5,1364.2246
1730.5,1364.5144
1731.5,1364.0631
1732.5,1364.1947
1733.5,1364.1271
1734.5,1364.165
1735.5,1364.2986
1736.5,1364.5007
1737.5,1364.3536
1738.5,1364.3174
1739.5,1364.5409
1740.5,1364.2571
1741.5,1364.558
1742.5,1364.2888
1743.5,1364.2339
1744.5,1364.1841
1745.5,1364.1941
1746.5,1364.2157
1747.5,1364.246
1748.5,1364.6582
1749.5,1364.6912
1750.5,1364.655
1751.5,1364.4856
1752.5,1364.4713
1753.5,1364.5011
1754.5,1364.4661
1755.5,1364.4956
1756.5,1364.5505
1757.5,1364.6743
1758.5,1364.7921
1759.5,1364.8596
1760.5,1364.8436
1761.5,1365.0159
1762.5,1364.9268
1763.5,1364.8948
1764.5,1364.8768
1765.5,1364.738
1766.5,1364.714
1767.5,1364.9026
1768.5,1365.1284
1769.5,1365.2963
1770.5,1365.3224
1771.5,1365.2742
1772.5,1365.2576
1773.5,1365.0886
1774.5,1365.073
1775.5,1364.9504
1776.5,1364.9908
1777.5,1365.13
1778.5,1365.3407
1779.5,1365.3878
1780.5,1365.2184
1781.5,1365.3258
1782.5,1365.0697
1783.5,1364.9484
1784.5,1364.77
1785.5,1364.7765
1786.5,1365.0347
1787.5,1365.1556
1788.5,1365.0844
1789.5,1365.0612
1790.5,1364.9716
1791.5,1364.8311
1792.5,1364.8021
1793.5,1364.7446
1794.5,1364.6022
1795.5,1364.444
1796.5,1364.3721
1797.5,1364.2897
1798.5,1364.2538
1799.5,1364.2601
1800.5,1364.3076
1801.5,1364.5537
1802.5,1364.4031
1803.5,1364.2324
1804.5,1364.1881
1805.5,1364.1506
1806.5,1364.0232
1807.5,1363.9309
1808.5,1363.8656
1809.5,1363.8068
1810.5,1363.7976
1811.5,1363.8395
1812.5,1363.9207
1813.5,1364.0035
1814.5,1364.0667
1815.5,1364.1497
